title,authors,editors,tm,type,publisher,isbn,abstract,year,department,pdf_path,external_link,citation,keyword,status,restricted
Calamansi Pie as A Small-Scale Business,"Jane Kenneth C. Betita, Darlene Pearl B. Gasic, and Reynalyn D. Pilar",,P,Thesis,"Mindoro State College of Agriculture and Technology. Alcate, Victoria, Oriental Mindoro",,,2017,None,,,"Betita, J.K.C., Gasic, D.P.B., Pilar, R.D. (2017). Calamansi Pie as A Small-Scale Business. Mindoro State College of Agriculture and Technology. Alcate, Victoria, Oriental Mindoro (Undergraduate thesis).","Calamansi pie, student-entrepreneurs, direct selling",0,0
Profile and Recipes Rimas Breadfruit,"BIARC, Department of Agriculture",,P,Thesis,,,,,None,,,"BIARC, Department of Agriculture. Profile and Recipes Rimas Breadfruit. Bicol Integrated Agricultural Research Center, (BIARC), Department of Agriculture, RFU 5 San Agustin, Pili, Camarines Sur.","Artocarpus altilis, nutritional value",0,0
"Crop Planning 03-05, Growing and Collecting Seeds 01-05, Companion Planting 04-05, Pest Control in Your Garden 05-05",BIG Series,,P,Article,,,,,None,,,"BIG Series. Crop Planning 03-05, Growing and Collecting Seeds 01-05, Companion Planting 04-05, Pest Control in Your Garden 05-05","Family garden, crop planning, companion planting, seed production, pest management",0,0
Hibiscus sabdariffa,"T. Boonkerd, B. Songkhla Na, and W. Thephuttee",,P,Book,,,,1993,None,,,"Boonkerd, T., Na Songkhla, B., & Thephuttee W. (1993). Hibiscus sabdariffa.","Roselle, nutritive value, propagation, crop management",0,0
Nutrient composition and antioxidant property of Philippine indigenous vegetables,Ilda G. Borlongan,,P,Book,"University Research Center 
Central Philippine University",,"This study determined the nutrient profile and the anti-oxidant property of edible portions of 20 indigenous vegetables commonly consumed in the Philippines. The study concludes that most of the vegetables are important sources of carbohydrates, proteins, fiber, minerals and fats. The vegetables contain minerals (Ca, P and Fe) that can supply our daily micronutrient needs and possess an appreciable amount of anti-oxidant activity that can fight against many of the diseases as nutriceuticals. On the dry weight basis, the protein contents of the vegetables range between 18.4 to 35.4 % with okra having the lowest and jute (saluyot) having the highest. The crude fat contents range from 0.11 to 8.5 % with okra having the lowest value and malunggay having the highest For fiber contents, the values range from 6 to 11.5 % with taro (gabi) having the highest value. The digestible carbohydrate (NFE) contents of the vegetables are relatively higher in comparison with other nutrients. They range from 38 to 64%. The highest value is from okra and the least in malunggay and gabi. The ash contents range from 5% to 18 % with kolitis having the highest ash content and cowpea (paayap) and pigeon pea (kadyos) have lowest ash contents. The moisture or water contents of the edible portion are high at (68 to 92.5%) leaving the dry matter 
contents at 7.5 to 32%. Alugbati has the highest moisture content and therefore the lowest dry matter content Cowpea and pigeon pea have the highest dry matter content. On a percent fresh weight basis, cowpea, pigeon pea and malunggay have the highest protein contents while okra and alugbati have the least. Results also reveal that malunggay has the highest crude fat content. Among the leafy vegetable samples, malunggay has the highest fiber content while among the fruit 
or pod samples, kadyos has the highest fiber. The digestible carbohydrates are highest in kamote tops, malunggay and apat-apat among the leafy vegetables while among vegetable pod samples, highest digestible carbohydrates contents are found in kadyos and cowpea. Percent ash or mineral contents are highest in malunggay, kolitis with spine, violet lupo and ampalaya tops. As to the specific minerals, calcium (Ca) contents range from 103 to 2977 mg/10Og dry weight with 
malunggay having the highest and kadyos the least. Phosphorus (P) contents range from 320 to 610 mg/1 OOg dry weight with apat-apat having the highest content. Iron (Fe) contents range from 7.15 to 101 mg/10Og dry weight with jute (saluyot) having the highest value and okra the lowest. The antioxidant properties of the different indigenous vegetables measured as percent free radical 
scavenging activity and total polyphenolics are relatively high. The antioxidant activities of all raw leafy vegetables and okra (75.7 to 92%) are higher than those of the blanched (64 to 83.4%) and boiled (59 to 80.1%) counterparts. This indicates that blanching and boiling greatly influence the loss of antioxidant components in leafy vegetables. Blanching decreases the activity from 5 to 15% 
while boiling decreases the activity by 10 to 25%. For the vegetable pods, no significant differences in anti-oxidant activities are observed in the raw, blanched and boiled samples indicating that blanching and boiling do not affect the anti-oxidant property of these vegetables. Processing affects content activity and bioavailability of bioactive compounds and therefore health promoting capacity of vegetables depends on their processing history. This aspect should be 
strictly considered to obtain the optimum nutriceutical benefits from these vegetables. The findings on the nutriceutical importance of these indigenous vegetables to humans should provide a motivation for exploring their horticultural potential.",2013,None,,,"Borlongan, I.G. (2013).Nutrient composition and antioxidant property of Philippine indigenous vegetables.","Indigenous vegetables, nutrient composition, antioxidant property, nutriceuticals, free radical scavenging activity, polyphenolics",0,0
"Ethno-food study and protein analysis of Lumabeng beans [Vigna umbellate (Thunb.) Ohwi & H. Ohashi] from Agutaya Island, Palawan, Philippines.",Ronald S. Brillantes,,P,Book,"San Jose National High School, Department of Education, Puerto Princesa city Division",,,2017,None,,,"Brillantes, R. S. (2017). Ethno-food study and protein analysis of Lumabeng beans [Vigna umbellata (Thunb.) Ohwi & H. Ohashi] from Agutaya Island, Palawan, Philippines. Our Palawan, 3(1), 12–18.","Ethno-food study, protein analysis, characterization, high performance liquid chromatography",0,0
Development of recipe book utilizing selected Philippine indigenous vegetables.,"Marietta M. Bumanglag, Mary Ann R. Devanadera, Maylene D. Pua, Allan R. Reyes and Cecilia S. Salen",,NP,Research,Department of Science and Technology,,"The accomplished reader feedback survey forms (68) reported the 
primary use of the Calendar as a guide in planning meals for the family (69%); acceptability based on relevance of theme, completeness of information, language employed and layout design; appropriateness and understandability of recipes; and a very satisfactory (71%) and satisfactory (21%) rating for the MGC 
attributes.The MGC may serve as a practical and useful tool for promoting indigenous vegetables among Filipinos, considering the nutritional health benefits IVs offer. This is part of the advocacy to help address the declining intake of vegetables, create awareness among recipients and present ways by which IVs are prepared. It is recommended that the number of publication be increased so that for wider dissemination and 
promotion can reach as any recipients including those in the provinces where IVs abound, and to make the recipes featured in the MGC should be made available and downloadable in the FNRI website.",2012,None,,https://fnri.dost.gov.ph/images/sources/SeminarSeries/38th/MGC2012.pdf,"Bumanglag, M. M., Devanadera, M. A. R., Pua, M. D., Reyes, A. R., & Salen, C. S. (n.d.). Development of recipe book utilizing selected Philippine indigenous vegetables.","Vegetable consumption, indigenous vegetables, standardized recipes",0,0
Gabi production Guide,Bureau of Plant Industry,,NP,Research,Bureau of Plant Industry Library,,"Gabi or taro is one of the most important root crops in the Philippines. Notwithstanding its widespread cultivation, this crop is commonly planted in areas not really suitable for its culture since traditional staples (i.e., rice and corn) and vegetables are given priority to occupy good production areas. Although gabi has the ability to grow in marginal and submarginal areas, it normally grows well and 
produces high yield when cultivated in more suitable areas favored with the right soil 
and rainfall needed by the crop. Apart from the ecological needs of gabi, good growth and yield is better insured when appropriate cultural management is given to the crop, hence this digest has 
been prepared to give one an insight to the basic requirements in its culture.",,None,,,Bureau of Plant Industry. Gabi Production Guide.,"Gabi, taro, production guide, setts, upland culture, lowland culture",0,0
Malunggay Production Guide,Bureau of Plant Industry,,NP,Research,Bureau of Plant Industry Library,,"Ang gabay na ito sa pagtatanim ng malunggay ay ginawa base sa pananaliksik na isinagawa ng Bureau of Plant Industry at DA Regional Field Unit III sa Malunggay BIOCommerce Center sa Central Luzon Integrated Agricultural Research Center (CLIARC) sa Paraiso, Tarlac sa ilalim ng programa ng DA Biotech Program Office sa pakikipagtulungan ng National Agribusiness Corporation (NABCOR).",2025,None,,https://buplant.da.gov.ph/wp-content/uploads/2025/01/Malunggay-Production-Guide-1.pdf,Bureau of Plant Industry. Malunggay Production Guide. http://bpi.da.gov.ph/bpi/index.php/production-guide/2724-malunggay-production-guide.,"Malunggay or Moringa, propagation, cooking",0,0
The Himbabao Plant,Bureau of Plant Industry,,NP,Research,Bureau of Plant Industry Library,,"Himbabao (Broussonetia luzonica (Blanco) Bur.) is a medium-sized shed tree with a height of 15 meters (m) and a trunk diameter of 30 centimeters (cm.).It is locally known as Alokon, Malambingan, Babayan (Tagalog); Alokon, Alakon, Alucon, Himbabao (Ilocano); Balongkadios (Bisaya); Baeg (Pangasinan) ;Salugim (Marinduque); bohulilambaji, ragantulu (Indonesia); and Birch flower in English. This plant is in no way related to the birch tree. It is a member of the Moraceae family, the Mulberries. This large shrub is closely related to the Paper Mulberry, the bark fibers of which are used to make Japanese Washi paper and tissue. While it grows all over the Philippines the male inflorescences and tender young leaves are only much used in the northeast (Luzon, etc.). The leaves are alternate with pointed apex and rounded base. The lower leaf surface is hairy. The flowers are very small and are borne on very long, slender, spike-like flowering branches. Pistillate and staminate inflorescences are borne on separate plants. Fruits are globose syncarp with numerous seeds.",,None,,https://library.buplant.da.gov.ph/images/1641969579The_HIMBABA0_Plant.pdf,Bureau of Plant Industry. The Himbabao Plant.,"Himbabao, nutritional value, propagation, uses",0,0
The Kulitis Plant,Bureau of Plant Industry,,NP,Research,Bureau of Plant Industry Library,,"The edible kulitis (Amaranthus spp.) belongs to the Amarantheceae or Amaranth family. It is an erect annual plant, strongly branching up to 2.5 m tall and with branched taproot. The leaves are alternate, with long petioles, elliptical to lanceolate or broad-ovate, dark green, light green or red and simple. Flowers are borne in axillary clusters often spherical, with a reduced but occasionally well-developed terminal spike; upper clusters are often leafless. Fruits are dry capsule, close or open. Seeds are shiny black or brown and relatively large (12002900 seeds/g). Amaranthus, collectively known as amaranth (Kulitis) or pigweed, is a cosmopolitan genus of herbs. Approximately 60 species are presently recognized, with inflorescences and foliage ranging from purple and red to gold. Although several species are often considered weeds, people around the world value amaranths as leaf vegetables, cereals and ornamentals. Common names are Amaranth, Chinese spinach, Tampala, Pigweed (English) and local names are Kulitis, Uray (Tagalog) and Kudjapa (Cebu). It is an annual fast growing plant and easily cultivated in the gardens and fields.",,None,,https://library.buplant.da.gov.ph/images/1641946562The%20KULITIS%20Plant.pdf,Bureau of Plant Industry. The Kulitis Plant.,"Kulitis, chicken dung, goat manure, hog manure, plant growth, biomass, yield",0,0
